id,mean_rating,number_of_ratings,title,movieId,War,Fantasy,Adventure,Horror,Documentary,Mystery,Drama,Children,Romance,IMAX,Comedy,Western,Animation,No_genre,Crime,Musical,Thriller,Sci_Fi,Action,Film_Noir
33,1.974576271,118,Nemesis 2: Nebula (1995),286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
34,3.548742138,318,Pushing Hands (Tui shou) (1992),298,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3.727478156,3319,Priest (1994),299,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36,3.967674546,9095,Three Colors: Blue (Trois couleurs: Bleu) (1993),307,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37,2.54587156,109,Relative Fear (1994),311,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38,3.371303447,42472,Stargate (1994),316,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
39,3.792436236,1137,Strawberry and Chocolate (Fresa y chocolate) (1993),321,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40,4.115679825,1824,To Live (Huozhe) (1994),326,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
41,3.323434568,34112,Star Trek: Generations (1994),329,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
42,3.782991202,2046,Vanya on 42nd Street (1994),334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43,3.311411549,6546,It Could Happen to You (1994),361,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
44,2.96679526,3629,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",366,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
45,2.62745098,51,Homage (1995),400,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
46,3.260638298,94,Brother Minister: The Assassination of Malcolm X (1994),404,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,3.43317757,1070,Blue Sky (1994),425,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
48,3.12126451,4049,Body Snatchers (1993),426,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
49,2.329411765,340,Calendar Girl (1993),430,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
50,2.585286565,18303,Coneheads (1993),435,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
51,3.595086075,24746,Dave (1993),440,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
52,3.433993399,909,Fear of a Black Hat (1994),449,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
53,2.757880617,1491,"Getaway, The (1994)",459,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
54,2.913586174,4166,Hard Target (1993),464,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
55,2.983164983,297,"Inkwell, The (1994)",476,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
56,3.342773438,512,What Happened Was... (1994),496,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
57,2.766094421,466,Mr. Jones (1993),498,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
58,3.382660449,46962,Mrs. Doubtfire (1993),500,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
59,3.012658228,158,"New Age, The (1994)",503,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60,3.309955588,2702,Romeo Is Bleeding (1993),521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
61,2.073211085,7253,Super Mario Bros. (1993),546,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
62,3.084376505,4154,Threesome (1994),550,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
63,2.665095113,12196,"Brady Bunch Movie, The (1995)",585,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
64,3.572113634,24711,Snow White and the Seven Dwarfs (1937),594,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
65,3.47,150,"Wooden Man's Bride, The (Yan shen) (1994)",601,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
66,3.37334004,9940,Heavy Metal (1981),610,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
67,3.540464916,2323,"Last Supper, The (1995)",627,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
68,3.637931034,348,Nelly & Monsieur Arnaud (1995),645,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
69,2.990740741,108,"301, 302 (301/302) (1995)",652,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
70,3.074324324,74,Billy's Holiday (1995),658,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
71,3.35968523,4130,Kids in the Hall: Brain Candy (1996),663,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
72,2.979784996,4279,Barbarella (1968),674,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
73,3.116666667,330,Sunset Park (1996),706,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
74,3.896519807,5402,Dead Man (1995),714,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
75,3.097983698,11655,"Craft, The (1996)",724,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
76,3.667267329,44118,"Rock, The (1996)",733,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
77,3.040436165,6603,Jack (1996),765,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
78,3.463157895,380,"Grass Harp, The (1995)",767,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
79,2.85,40,Quartier Mozart (1992),772,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
80,3.381731887,67106,Independence Day (a.k.a. ID4) (1996),780,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
81,3.271880753,14122,Kingpin (1996),785,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
82,2.824613117,4071,Daylight (1996),798,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
83,3.598495212,731,Walking and Talking (1996),803,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
84,3.195020747,241,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",807,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
85,2.820542412,1733,Fled (1996),809,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
86,2.98255814,86,"Death in the Garden (Mort en ce jardin, La) (1956)",820,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2.791315991,2614,Tales from the Crypt Presents: Bordello of Blood (1996),842,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
88,3.362637363,91,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",845,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
89,3.629636711,2615,"Spitfire Grill, The (1996)",848,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
90,2.659090909,44,Every Other Weekend (Un week-end sur deux) (1990),855,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
91,4.324832168,72245,"Godfather, The (1972)",858,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
92,3.490762125,433,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",860,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
93,3.242537313,134,Small Faces (1996),865,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
94,3.182539683,63,Lover's Knot (1996),871,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
95,3.784946237,93,Vive L'Amour (Ai qing wan sui) (1994),872,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
96,2.836618257,2892,"Relic, The (1997)",879,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
97,2.4375,32,Baton Rouge (Bâton rouge) (1988),890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
98,3.67287234,1128,For Whom the Bell Tolls (1943),897,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
99,3.60054225,2213,Gigi (1958),938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100,3.891929134,5080,"Adventures of Robin Hood, The (1938)",940,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
101,3.06147541,122,Lady of Burlesque (1943),958,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
102,3.31547619,168,A Walk in the Sun (1945),966,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
103,3.656037992,737,Picnic (1955),982,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
104,3.480446247,12325,Dumbo (1941),1029,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
105,3.08776352,4364,Pete's Dragon (1977),1030,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
106,3.272796353,658,Surviving Picasso (1996),1044,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
107,3.939954468,1757,Beautiful Thing (1996),1046,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
108,3.31402439,164,Bitter Sugar (Azúcar amarga) (1996),1058,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
109,3.442708333,192,"Damsel in Distress, A (1937)",1067,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
110,4.032566819,8306,Dial M for Murder (1954),1086,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
111,3.735608639,47598,E.T. the Extra-Terrestrial (1982),1097,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
112,2.777777778,45,Bird of Prey (1996),1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
113,2.621461657,3886,Drop Dead Fred (1991),1126,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
114,3.399285998,12605,Escape from New York (1981),1129,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
115,3.680327869,61,Dadetown (1995),1138,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
116,3.334558824,272,2 ou 3 choses que je sais d'elle (2 or 3 Things I Know About Her) (1967),1164,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
117,3.628107735,20272,"English Patient, The (1996)",1183,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
118,3.751138088,1318,Mediterraneo (1991),1184,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
119,3.663528591,1434,Passion Fish (1992),1187,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
120,4.109332113,7651,Once Upon a Time in the West (C'era una volta il West) (1968),1209,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
121,3.998384223,75196,Star Wars: Episode VI - Return of the Jedi (1983),1210,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
122,4.118042485,18595,"Boot, Das (Boat, The) (1981)",1233,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
123,3.958502024,3952,Local Hero (1983),1238,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
124,4.031074438,25632,"Graduate, The (1967)",1247,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
125,4.093111279,17173,"Bridge on the River Kwai, The (1957)",1250,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
126,3.987174116,31031,Stand by Me (1986),1259,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
127,4.147236883,6442,M (1931),1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
128,3.996948969,20321,Unforgiven (1992),1266,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
129,3.957139502,68128,Back to the Future (1985),1270,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
130,3.751303271,15346,Heathers (1989),1285,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
131,3.691474654,8680,Pink Floyd: The Wall (1982),1298,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
132,3.452271718,13514,Dracula (Bram Stoker's Dracula) (1992),1339,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
133,2.965394295,4768,Candyman (1992),1342,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
134,3.053254438,507,Blood and Wine (Blood & Wine) (1996),1351,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
135,3.334041198,14127,Star Trek VI: The Undiscovered Country (1991),1372,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
136,3.281544173,22627,Scream (1996),1407,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
137,3.744444444,360,Some Mother's Son (1996),1412,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
138,3.919491525,236,Hearts and Minds (1996),1423,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
139,2.621621622,37,Inside (1996),1424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
140,3.216666667,60,Fire on the Mountain (1996),1448,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,3.201236917,1051,SubUrbia (1997),1454,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
142,2.580761317,972,That Darn Cat (1997),1460,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
143,3.236436067,25730,Liar Liar (1997),1485,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
144,2.472276265,1028,Fathers' Day (1997),1526,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
145,3.097112861,381,Twin Town (1997),1539,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
146,2.155705142,13593,Batman & Robin (1997),1562,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
147,2.765079365,315,Head Above Water (1996),1565,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
148,2.636363636,11,MURDER and murder (1996),1568,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
149,3.320576072,27566,Face/Off (1997),1573,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
150,3.512195122,41,Mondo (1996),1577,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
151,3.323529412,272,Love Serenade (1996),1585,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
152,2.615954964,7283,Spawn (1997),1591,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
153,2.311325819,1863,Air Bud (1997),1592,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
154,2.573234525,1147,Excess Baggage (1997),1605,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
155,3.19112478,1138,"MatchMaker, The (1997)",1629,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
156,2.714217557,1048,RocketMan (a.k.a. Rocket Man) (1997),1646,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
157,3.795402603,30191,Gattaca (1997),1653,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
158,3.239342266,821,FairyTale: A True Story (1997),1654,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
159,3.70654838,18768,Boogie Nights (1997),1673,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
160,3.842686324,14719,Witness (1985),1674,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
161,3.616129032,310,Bent (1997),1696,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
162,2.836065574,61,"Boys, Les (1997)",1698,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
163,2.630434783,115,Office Killer (1997),1715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
164,3.651592357,2355,Kundun (1997),1730,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
165,2.25,12,Men of Means (1999),1740,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
166,3.111111111,63,"Callejón de los milagros, El (1995)",1795,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
167,3.510335479,2951,Suicide Kings (1997),1799,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0
168,3.216216216,185,"Cool, Dry Place, A (1998)",1807,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
169,3.469649805,5140,Primary Colors (1998),1810,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
170,3.276271186,295,Wide Awake (1998),1812,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
171,2.742214533,867,Two Girls and a Guy (1997),1816,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
172,3.397058824,34,Storefront Hitchcock (1997),1819,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
173,1.202531646,553,Barney's Great Adventure (1998),1826,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
174,3.136363636,22,Illtown (1996),1842,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
175,3.551507538,398,Nil By Mouth (1997),1846,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
176,3.00729927,137,"I Love You, Don't Touch Me! (1998)",1850,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
177,2.304878049,615,Black Dog (1998),1869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
178,3.278705637,479,"Dancer, Texas Pop. 81 (1998)",1870,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
179,3.178947368,95,Go Now (1995),1872,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
180,3.708771008,3808,"Misérables, Les (1998)",1873,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
181,3.449324324,296,"Hanging Garden, The (1997)",1879,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
182,2.855305466,933,Quest for Camelot (1998),1881,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
183,3.761391881,14484,Fear and Loathing in Las Vegas (1998),1884,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
184,3.725713726,15307,Mulan (1998),1907,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0
185,3.325988085,15611,"X-Files: Fight the Future, The (1998)",1909,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0
186,2.991629177,31120,Armageddon (1998),1917,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
187,3.709327549,461,Wings (1927),1925,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
188,3.954428203,3489,All Quiet on the Western Front (1930),1927,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
189,3.845230153,1499,"Lost Weekend, The (1945)",1938,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
190,3.667741935,2945,Oliver! (1968),1951,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
191,2.468915075,2461,"Nightmare on Elm Street 4: The Dream Master, A (1988)",1971,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
192,2.918801939,5776,Friday the 13th (1980),1974,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
193,2.057350033,1517,Friday the 13th Part V: A New Beginning (1985),1978,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,2.041432584,1424,Friday the 13th Part VII: The New Blood (1988),1980,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,2.506279435,1911,Poltergeist II: The Other Side (1986),1995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
196,1.930935252,1390,Exorcist II: The Heretic (1977),1998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,3.343090369,18192,Lethal Weapon 2 (1989),2001,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
198,4.257489457,18259,Seven Samurai (Shichinin no samurai) (1954),2019,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
199,2.887755102,294,"Barefoot Executive, The (1971)",2032,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
200,2.574324324,74,Cheetah (1989),2039,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
201,3.972271914,2236,Tender Mercies (1983),2070,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
202,3.126402071,4636,"'burbs, The (1989)",2072,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
203,3.310986159,3468,"Rescuers Down Under, The (1990)",2089,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
204,3.145833333,192,Squanto: A Warrior's Tale (1994),2101,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
