id,mean_rating,number_of_ratings,title,movieId,War,Fantasy,Adventure,Horror,Documentary,Mystery,Drama,Children,Romance,IMAX,Comedy,Western,Animation,No_genre,Crime,Musical,Thriller,Sci_Fi,Action,Film_Noir,backdrop_path,poster_path,tmdb_title,tagline,overview,budget,runtime,original_language
10,2.992872807,8208,Down Periscope (1996),135,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,/xjcQI6O8xZCFtLVjp2IckYgDqV6.jpg,/3pdF1guvIxNgmhDkmXJHCCk0PkC.jpg,No End,,"1982, Poland. A translator loses her husband and becomes a victim of her own sorrow. She looks to sex, to her son, to law, and to hypnotism when she has nothing else in this time of martial law when Solidarity was banned.",0,108,pl
11,3.511482619,28652,"Birdcage, The (1996)",141,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,/5dJ8t6CljwZ1NUXwW1nsmEpMf8x.jpg,/eE6LQ1EVkslBwku36564kk6rAOI.jpg,Bob Dylan: Dont Look Back,,"In this wildly entertaining vision of one of the twentieth century’s greatest artists, Bob Dylan is surrounded by teen fans, gets into heated philosophical jousts with journalists, and kicks back with fellow musicians Joan Baez, Donovan, and Alan Price.",0,96,en
12,2.802083333,48,Shadows (Cienie) (1988),142,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,/msCHK5Kh1YbdZ0zPJ2nzPUhhSN9.jpg,/fhQoQfejY1hUcwyuLgpBrYs6uFt.jpg,Donnie Darko,"28 days, 6 hours, 42 minutes, 12 seconds... that is when the world will end.","After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a large bunny rabbit that manipulates him to commit a series of crimes.",6000000,114,en
13,3.559219613,5792,"Basketball Diaries, The (1995)",147,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,/3KyAxlakmcyHWqlcxgIxMQnSilk.jpg,/fsbzfe9eLOEl5rJX04nPEr1eoAi.jpg,Brokeback Mountain,Love is a force of nature,"Rodeo cowboy Jack and ranch hand Ennis are hired as sheepherders in 1963 Wyoming. One night on Brokeback Mountain, they spark a physical relationship. Though Ennis marries his longtime sweetheart and Jack marries a fellow rodeo rider, they keep up their tortured, sporadic love affair for 20 years.",14000000,134,en
14,3.87057235,66655,Apollo 13 (1995),150,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,/63HcRYJI4LKeo8sINlL71ZtlUFY.jpg,/12PuU23kkDLvTd0nb8hMlE3oShB.jpg,The 400 Blows,Angel faces hell-bent for violence.,"For young Parisian boy Antoine Doinel, life is one difficult situation after another. Surrounded by inconsiderate adults, including his neglectful parents, Antoine spends his days with his best friend, Rene, trying to plan for a better life. When one of their schemes goes awry, Antoine ends up in trouble with the law, leading to even more conflicts with unsympathetic authority figures.",0,99,fr
15,3.400660264,1666,Beyond Rangoon (1995),155,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,/xQTSGz5dvIAYFssPWhD160AcR7Z.jpg,/phNxblI8gWJxATAGd5G4Nts7GcL.jpg,48 Hrs.,One Cop. One Con. No Mercy.,"A hard-nosed cop reluctantly teams up with a wise-cracking criminal temporarily paroled to him, in order to track down a killer.",12000000,96,en
16,3.486404126,2133,Blue in the Face (1995),156,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,/dqK9Hag1054tghRQSqLSfrkvQnA.jpg,/qJ2tW6WMUDux911r6m7haRef0WH.jpg,The Dark Knight,Welcome to a world without rules.,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",185000000,152,en
17,2.600590157,18978,Congo (1995),160,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,/2bCcbNyB1g5F8CXqABo0JsNig73.jpg,/bRrHJbr8kMb849IKBZ0RBk2Vmte.jpg,Wilbur Wants to Kill Himself,Meet a man dying to live,"The strange comedy film of two close brothers; one, Wilbur, who wants to kill himself, and the other, Harbour, who tries to prevent this. When their father dies leaving them his bookstore they meet a woman who makes their lives a bit better yet with a bit more trouble as well.",0,111,da
18,3.438712499,19433,Desperado (1995),163,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,/uusNog5m2aCuL53rrKw8RaBnprb.jpg,/m5HSlaNCzwV95rAriDmT19el5h1.jpg,The Arrival of a Train at La Ciotat,,"Likely in June 1897, a group of people are standing along the platform of a railway station in La Ciotat, waiting for a train. One is seen coming, at some distance, and eventually stops at the platform. Doors of the railway-cars open and attendants help passengers off and on.  Popular legend has it that, when this film was shown, the first-night audience fled the café in terror, fearing being run over by the ""approaching"" train. This legend has since been identified as promotional embellishment, though there is evidence to suggest that people were astounded at the capabilities of the Lumières' cinématographe.",0,1,fr
19,3.583945732,1769,Jeffrey (1995),171,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,/5b5HrewiViLWEdMR4dmbd7ajQ8Q.jpg,/Ad55M8newGWemFWCsMAkxO3fDwl.jpg,Ocean's Twelve,Twelve is the new eleven.,"Danny Ocean reunites with his old flame and the rest of his merry band of thieves in carrying out three huge heists in Rome, Paris and Amsterdam – but a Europol agent is hot on their heels.",110000000,125,en
20,2.737319975,1597,Mad Love (1995),179,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,/3oNDTUxv2lLWMqt5R12A0vM5dBn.jpg,/pbkccDoxH1H1VdqWcQYycZxHTIK.jpg,The Party 2,,A young French teenage girl after moving to a new city falls in love with a boy and is thinking of having sex with him because her girlfriends have already done it.,0,109,fr
21,3.42899061,852,Mute Witness (1994),183,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,/A5mBIAtZOqVpAVUXolwtOnaQcZc.jpg,/wTidq3J9fh8sEOAlD8WZFHVLSuB.jpg,The Interpreter,The truth needs no translation.,"After Silvia Broome, an interpreter at United Nations headquarters, overhears plans of an assassination, an American Secret Service agent is sent to investigate.",80000000,128,en
22,2.243352424,9778,Showgirls (1995),193,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,/gE0MLnPzXHoAJIogLhsqt0RW39R.jpg,/dtgNNq3TBbpBX6RXHLt5gAMdwPV.jpg,The Wizard,They're on a cross-country adventure to the world's greatest video championship. It's more than a game...it's the chance of a lifetime.,"Corey refuses to let his emotionally disturbed younger brother Jimmy be institutionalized, and the two run away together. They soon join forces with a resourceful girl, who notices that Jimmy has a special talent: he is a ""wizard"" at video games and can achieve the high score on absolutely everything he plays. Evading their parents and a sinister bounty hunter, the trio head for a climactic showdown at the national video game championships in California.",6000000,100,en
23,3.176070175,7125,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",203,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,/mNdsbVuRdsyo8eitW2IBW2BWRkU.jpg,/rHsCYDGHFUarGh5k987b0EFU6kC.jpg,Star Trek: Generations,Boldly go.,Captain Jean-Luc Picard and the crew of the Enterprise-D find themselves at odds with the renegade scientist Soran who is destroying entire star systems. Only one man can help Picard stop Soran's scheme...and he's been dead for seventy-eight years.,38000000,118,en
24,4.002986858,2511,Burnt by the Sun (Utomlyonnye solntsem) (1994),213,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,/WiiLlUc2FYa0kTmGwFoL6vw0gv.jpg,/9msfwOeGc9uL1iRRTBdEf15XonC.jpg,Mean Streets,You don't make up for your sins in church. You do it in the streets...,"A small-time hood must choose from among love, friendship and the chance to rise within the mob.",500000,111,en
25,4.044479746,1259,Before the Rain (Pred dozhdot) (1994),214,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,/fONtQBk12LGjQo4q6bXDROVQmTy.jpg,/8gvfRlVpcKaTVqipXpYOGWBN1aO.jpg,North by Northwest,"A 2000 MILE CHASE . . . That blazes a trail of TERROR to a gripping, spine-chilling climax !","Advertising man Roger Thornhill is mistaken for a spy, triggering a deadly cross-country chase.",4000000,136,en
26,2.640127389,628,Destiny Turns on the Radio (1995),228,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,/qx8Pb3nVnHLBizI9792pbRN5nnm.jpg,/oNNgSZePLfDJx9iTUKoeoJ5JY1e.jpg,Saw III,Suffering? You Haven't Seen Anything Yet...,"Jigsaw has disappeared. Along with his new apprentice Amanda, the puppet-master behind the cruel, intricate games that have terrified a community and baffled police has once again eluded capture and vanished. While city detective scrambles to locate him, Doctor Lynn Denlon and Jeff Reinhart are unaware that they are about to become the latest pawns on his vicious chessboard.",10000000,114,en
27,3.316794136,15690,French Kiss (1995),236,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,/vzkueeO7XwkziTDla4ncF6H4laQ.jpg,/3FStCU5ipNGmwASfHVP282IO39z.jpg,The Blue Angel,"You Too, Will Be Aroused By Her Intoxicating Beauty! ""This Woman Makes a Man of Dignity a Slave to Love!""","Prim professor Immanuel Rath finds some of his students ogling racy photos of cabaret performer Lola Lola and visits a local club, The Blue Angel, in an attempt to catch them there. Seeing Lola perform, the teacher is filled with lust, eventually resigning his position at the school to marry the young woman. However, his marriage to a coquette -- whose job is to entice men -- proves to be more difficult than Rath imagined.",0,108,de
28,2.531553398,618,Gordy (1995),243,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,/x4sqnmV2nAKIG6cmt9WAF9xRA2M.jpg,/zJyTr8Fo412a2OIfJGXTRAm4IwX.jpg,Muriel's Wedding,Success is the best revenge.,"A young social outcast in Australia steals money from her parents to finance a vacation where she hopes to find happiness, and perhaps love.",3000000,106,en
29,3.709830456,6429,Murder in the First (1995),280,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,/1pjOrzAqlQPifZkRi5h1zlO1VJ2.jpg,/1zgaz1cGdWkNQAriflzlJXf95m7.jpg,High Fidelity,"A comedy about fear of commitment, hating your job, falling in love and other pop favorites.","When record store owner and compulsive list-compiler Rob Gordon gets dumped by his long-time girlfriend, Laura, because he hasn't changed since they met, he revisits his top five breakups of all time in order to figure out what went wrong. As he examines his failed attempts at romance and happiness, the process finds him being dragged, kicking and screaming, into adulthood.",30000000,113,en
30,3.647407105,4898,Nobody's Fool (1994),281,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,/xKb6mtdfI5Qsggc44Hr9CCUDvaj.jpg,/5M0j0B18abtBI5gi2RhfjjurTqb.jpg,Terminator 2: Judgment Day,It's nothing personal.,"Nearly 10 years have passed since Sarah Connor was targeted for termination by a cyborg from the future. Now her son, John, the future leader of the resistance, is the target for a newer, more deadly terminator. Once again, the resistance has managed to send a protector back to attempt to save John and his mother Sarah.",102000000,137,en
31,2.965909091,44,New York Cop (Nyû Yôku no koppu) (1993),284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,/lPvwp0esgdnb6L7ypTbgwhhAMxz.jpg,/dwstlGA74LujvsLpGGaxtBvgx67.jpg,Strange Days,New Year’s Eve 1999. Anything is possible. Nothing is forbidden.,"In the last days of 1999, ex-cop turned street hustler Lenny Nero receives a disc which contains the memories of the murder of a prostitute. With the help of bodyguard Mace, he starts to investigate and is pulled deeper and deeper in a whirl of murder, blackmail and intrigue. Can the pair live to see the new millennium?",42000000,145,en
32,2.383333333,120,Beyond Bedlam (1993),285,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,/vRTKNKNWLZ22fAgPa5kY8wT2b1F.jpg,/hhSRt1KKfRT0yEhEtRW3qp31JFU.jpg,The Apartment,"Movie-wise, there has never been anything like it - laugh-wise, love-wise, or otherwise-wise!","Bud Baxter is a minor clerk in a huge New York insurance company, until he discovers a quick way to climb the corporate ladder. He lends out his apartment to the executives as a place to take their mistresses. Although he often has to deal with the aftermath of their visits, one night he's left with a major problem to solve.",3000000,125,en
33,1.974576271,118,Nemesis 2: Nebula (1995),286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,/kPcHuPYqzkSo4bmPHtH82GaeEgX.jpg,/jGWpG4YhpQwVmjyHEGkxEkeRf0S.jpg,Pirates of the Caribbean: At World's End,"At the end of the world, the adventure begins.","Captain Barbossa, long believed to be dead, has come back to life and is headed to the edge of the Earth with Will Turner and Elizabeth Swann. But nothing is quite as it seems.",300000000,168,en
34,3.548742138,318,Pushing Hands (Tui shou) (1992),298,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,/fy9DOJO07EaVun1HcGdjFAVdtkt.jpg,/yUSWNpzQR0Qh0nvLCmRGKuMNzGE.jpg,Germany: A Summer's Fairytale,,A documentary of the German national soccer team’s 2006 World Cup experience that changed the face of modern Germany.,0,110,de
35,3.727478156,3319,Priest (1994),299,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,/f4WzxA4jiYaSKO2Zw07JEYmYFVo.jpg,/w3CH8i6O014SyTCmZdJsGgcVrSW.jpg,Ocean's Thirteen,What are the odds of getting even? 13 to one.,"Danny Ocean's team of criminals are back and composing a plan more personal than ever. When ruthless casino owner Willy Bank doublecrosses Reuben Tishkoff, causing a heart attack, Danny Ocean vows that he and his team will do anything to bring down Willy Bank along with everything he's got. Even if it means asking for help from an enemy.",85000000,122,en
36,3.967674546,9095,Three Colors: Blue (Trois couleurs: Bleu) (1993),307,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,/4svggv4gfe6vHsrGpaRMzrXLozt.jpg,/A4R6u7SidBPVXMVzGSysCiRGTRz.jpg,Ocean's Eleven,Just Danny Ocean and his 11 pals.,Danny Ocean and his gang attempt to rob the five biggest casinos in Las Vegas in one night.,0,127,en
37,2.54587156,109,Relative Fear (1994),311,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,/cztYhbawTjK9m8lFBd97Yl5Zd8r.jpg,/ijGV4v8JxgbNzgEhqKdzHdaZn8a.jpg,"Rome, Open City",Our battle has barely begun.,"During the Nazi occupation of Rome in 1944, the leader of the Resistance is chased by the Nazis as he seeks refuge and a way to escape.",20000,103,it
38,3.371303447,42472,Stargate (1994),316,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,/uPYa165sraN2c8gZBM9C47g3JoU.jpg,/i0enkzsL5dPeneWnjl1fCWm6L7k.jpg,Once Upon a Time in America,"Crime, passion and lust for power.","A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.",30000000,229,en
39,3.792436236,1137,Strawberry and Chocolate (Fresa y chocolate) (1993),321,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,/ykyF3JodRIB32iHMufklU45lDIS.jpg,/bMdeYeO8ylTqJDVnEPECdhroEg8.jpg,Grill Point,,In the style of a documentary this tragic comedy tells the story of a relationship crisis between two married couples and their longing to break out of their miserable daily lives. In this East German post-wall movie Andreas Dresen introduces the sad everyday life of two couples from Frankfurt an der Oder in a honest and tolerable manner.,600000,111,de
40,4.115679825,1824,To Live (Huozhe) (1994),326,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,/tjlVklWsCrJH2XkoT1I2LIXvkvC.jpg,/2jfuzMDWXHLBWnTprl8G0fqnK95.jpg,Mambo Italiano,Things change. Family doesn't.,"When an Italian man comes out of the closet, it affects both his life and his crazy family.",4361898,89,en
41,3.323434568,34112,Star Trek: Generations (1994),329,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,/bAG05yQkT56yFuLAETr12UfK05y.jpg,/9wqWQ5rXQG6daMpowqwadGjI768.jpg,Snakes on a Plane,Sit back. Relax. Enjoy the fright.,"America is on the search for the murderer Eddie Kim. Sean Jones must fly to L.A. to testify in a hearing against Kim. Accompanied by FBI agent Neville Flynn, the flight receives some unexpected visitors.",33000000,105,en
42,3.782991202,2046,Vanya on 42nd Street (1994),334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,/1FN6pHFDDlhT7oVhABKKGtG6ga7.jpg,/oU7Oq2kFAAlGqbU4VoAE36g4hoI.jpg,Jurassic Park,An adventure 65 million years in the making.,"A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.",63000000,127,en
43,3.311411549,6546,It Could Happen to You (1994),361,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,/sWn488xLGp9SrPjZYuaIAaZE0dF.jpg,/uq2u8HgtLFJkjNq2kHb2jvipIPT.jpg,Magnolia,"Things fall down. People look up. And when it rains, it pours.","An epic mosaic of many interrelated characters in search of happiness, forgiveness, and meaning in the San Fernando Valley.",37000000,189,en
44,2.96679526,3629,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",366,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
45,2.62745098,51,Homage (1995),400,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
46,3.260638298,94,Brother Minister: The Assassination of Malcolm X (1994),404,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/7fEOKdQIfbkOxy0enLtpyPGUsTm.jpg,/oPp6Gbrasox66WyMvPS0k8OakQf.jpg,Things to Do in Denver When You're Dead,Protect. Love. Honor. Avenge.,Five different criminals face imminent death after botching a job quite badly.,8000000,116,en
47,3.43317757,1070,Blue Sky (1994),425,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,/1S81PpyGwS8eVx4W75uSKzMw4B0.jpg,/tT9cMiVDdtlcdZxOoFy3VRmEoKk.jpg,The Straight Story,"A true story that proves a little determination goes a very, very long way.","A retired farmer and widower in his 70s, Alvin Straight learns one day that his distant brother Lyle has suffered a stroke and may not recover. Alvin is determined to make things right with Lyle while he still can, but his brother lives in Wisconsin, while Alvin is stuck in Iowa with no car and no driver's license. Then he hits on the idea of making the trip on his old lawnmower, thus beginning a picturesque and at times deeply spiritual odyssey.",10000000,112,en
48,3.12126451,4049,Body Snatchers (1993),426,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,/a9ykRAWtQnI3SsZDfh8sCJo5cWI.jpg,/gLhHHZUzeseRXShoDyC4VqLgsNv.jpg,Ice Age,They came. They thawed. They conquered.,"With the impending ice age almost upon them, a mismatched trio of prehistoric critters – Manny the woolly mammoth, Diego the saber-toothed tiger and Sid the giant sloth – find an orphaned infant and decide to return it to its human parents. Along the way, the unlikely allies become friends but, when enemies attack, their quest takes on far nobler aims.",59000000,81,en
49,2.329411765,340,Calendar Girl (1993),430,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,/77aHwg1SCy89rfvQtiruPU58qEV.jpg,/15uOEfqBNTVtDUT7hGBVCka0rZz.jpg,Vertigo,Alfred Hitchcock engulfs you in a whirlpool of terror and tension!,"A retired San Francisco detective suffering from acrophobia investigates the strange activities of an old friend's wife, all the while becoming dangerously obsessed with her.",2479000,128,en
50,2.585286565,18303,Coneheads (1993),435,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,/vo3cB6xkMswMz9gB2X517TmxmI2.jpg,/yWQE227ub1frfnjP5HZy0wLF0wu.jpg,"One, Two, Three",Billy Wilder's Explosive New Comedy,"C.R. MacNamara will do anything to get a promotion within the Coca-Cola company, including looking after boss W.P. Hazeltine's rebellious teenage daughter, Scarlett. When Scarlett visits Berlin, where C.R. is stationed, she reveals that she is married to a communist named Otto Piffl -- and C.R. recognizes that Otto's anti-establishment stance will clash with his boss's own political views, possibly jeopardizing his promotion.",3000000,115,en
51,3.595086075,24746,Dave (1993),440,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,/fXJhA3pjLMDkHPgZ2GVhRDXA5M3.jpg,/kNKy8eJemg6sCAMBgh4xrD0lleX.jpg,The Day After Tomorrow,Where will you be?,"After years of increases in the greenhouse effect,  havoc is wreaked globally in the form of catastrophic hurricanes, tornadoes, tidal waves, floods and the beginning of a new Ice Age. Paleoclimatologist, Jack Hall tries to warn the world while also shepherding to safety his son, trapped in New York after the city is overwhelmed by the start of the new big freeze.",125000000,124,en
52,3.433993399,909,Fear of a Black Hat (1994),449,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,/y8yvIrmoM2PLuJcSto7OmOfsXQj.jpg,/d3xsKYqRO1Ys5UddRstbeb0Kf95.jpg,Aliens vs Predator: Requiem,"In space, no one can hear you scream. On Earth, it won't matter.","The iconic creatures from two of the scariest film franchises in movie history wage their most brutal battle ever—in our own backyard. The small town of Gunnison, Colorado becomes a war zone between two of the deadliest extra-terrestrial life forms—the Alien and the Predator. When a Predator scout ship crash-lands in the hills outside the town, Alien Facehuggers and a hybrid Alien/Predator are released and begin to terrorize the town.",40000000,94,en
53,2.757880617,1491,"Getaway, The (1994)",459,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1
54,2.913586174,4166,Hard Target (1993),464,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,/AcGg5H2R5YHDISU6QHlS8xozlYc.jpg,/6LQaN8KGQcakpRHkGac2FqWfLxQ.jpg,Sissi: The Fateful Years of an Empress,,After a wonderful time in Hungary Sissi falls extremely ill and must retreat to a Mediterranean climate to rest. The young empress’ mother takes her from Austria to recover in Madeira.,0,109,de
55,2.983164983,297,"Inkwell, The (1994)",476,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,/1MUfnjzUBTTEEZKaWWmIruh03Ke.jpg,/ygJ6RQQSmXRQLPpUKP9SCdKXSKJ.jpg,As It Is in Heaven,,A musical romantic tragedy about a famous composer who moves back to his small hometown after having had heart troubles. His search for a simple everyday life leads him into teaching the local church choir which is not easily accepted by the town yet the choir builds a great love for their teacher.,0,132,sv
